model,model_nickname,template,persona,persona_category,baseline_type,group,rank_in_group,token_decoded,score,baseline_rank
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Copt,religion,control,bottom,2, Region,-6.3125,127979.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Copt,religion,control,bottom,3, —,-6.03125,128237.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Copt,religion,control,bottom,4, Ring,-5.625,127637.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Copt,religion,control,bottom,5,HTTPRequest,-5.53125,125413.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,neutral,top,1,In,25.0,21.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,neutral,top,2,As,24.25,11.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,neutral,top,3,A,19.875,6.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,neutral,top,4,I,19.5,61.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,neutral,top,5,That,19.125,2.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,neutral,bottom,1, by,-9.6875,128240.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,neutral,bottom,2, the,-8.625,122093.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,neutral,bottom,3, with,-7.96875,128239.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,neutral,bottom,4, Sp,-7.15625,128162.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,neutral,bottom,5, P,-6.96875,127563.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,control,top,1,In,25.0,18.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,control,top,2,As,24.25,2.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,control,top,3,A,19.875,7.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,control,top,4,I,19.5,13.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,control,top,5,That,19.125,3.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,control,bottom,1, by,-9.6875,128241.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,control,bottom,2, the,-8.625,128158.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,control,bottom,3, with,-7.96875,128245.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,control,bottom,4, Sp,-7.15625,128141.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Hindu,religion,control,bottom,5, P,-6.96875,127806.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,neutral,top,1,As,27.25,12.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,neutral,top,2,In,26.375,23.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,neutral,top,3,That,20.875,1.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,neutral,top,4,A,19.0,18.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,neutral,top,5,Thank,17.875,71.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,neutral,bottom,1, by,-10.1875,128247.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,neutral,bottom,2, the,-8.8125,128243.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,neutral,bottom,3, also,-8.1875,128249.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,neutral,bottom,4,",",-7.78125,128183.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,neutral,bottom,5, with,-7.65625,127491.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,top,1,As,27.25,5.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,top,2,In,26.375,27.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,top,3,That,20.875,2.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,top,4,A,19.0,16.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,top,5,Thank,17.875,75.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,bottom,1, by,-10.1875,128246.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,bottom,2, the,-8.8125,128246.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,bottom,3, also,-8.1875,128248.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,bottom,4,",",-7.78125,128179.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,bottom,5, with,-7.65625,128223.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,top,1,As,25.125,1.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,top,2,In,23.75,15.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,top,3,I,20.625,4.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,top,4,That,20.5,3.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,top,5,What,19.125,2.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,bottom,1, by,-9.4375,128246.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,bottom,2, the,-8.1875,128248.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,bottom,3, Make,-7.65625,128179.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,bottom,4, F,-6.6875,128243.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,bottom,5, with,-6.65625,128240.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,top,1,As,25.125,1.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,top,2,In,23.75,17.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,top,3,I,20.625,5.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,top,4,That,20.5,3.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,top,5,What,19.125,2.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,bottom,1, by,-9.4375,128249.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,bottom,2, the,-8.1875,128248.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,bottom,3, Make,-7.65625,128233.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,bottom,4, F,-6.6875,128243.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,bottom,5, with,-6.65625,128244.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,top,1,In,27.375,42.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,top,2,As,25.125,15.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,top,3,A,21.75,5.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,top,4,That,20.25,22.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,top,5,It,20.25,1.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,bottom,1, by,-9.5625,128248.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,bottom,2,",",-9.125,128246.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,bottom,3, and,-8.5,128244.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,bottom,4, the,-8.0625,127658.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,bottom,5, with,-7.375,128171.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,top,1,In,27.375,37.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,top,2,As,25.125,11.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,top,3,A,21.75,6.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,top,4,That,20.25,13.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,top,5,It,20.25,2.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,bottom,1, by,-9.5625,128238.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,bottom,2,",",-9.125,128244.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,bottom,3, and,-8.5,128236.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,bottom,4, the,-8.0625,126558.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,bottom,5, with,-7.375,128134.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,top,1,In,27.625,23.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,top,2,I,24.375,23.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,top,3,As,21.25,318.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,top,4,Thank,18.25,2120.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,top,5,A,18.25,39.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,bottom,1, by,-10.25,70548.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,bottom,2, the,-9.375,105539.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,bottom,3,",",-9.25,21357.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,bottom,4, with,-8.9375,77520.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,bottom,5, at,-8.375,9919.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,top,1,In,27.625,21.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,top,2,I,24.375,5.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,top,3,As,21.25,4.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,top,4,Thank,18.25,191.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,top,5,A,18.25,6.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,bottom,1, by,-10.25,128205.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,bottom,2, the,-9.375,119562.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,bottom,3,",",-9.25,128238.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,bottom,4, with,-8.9375,128236.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,bottom,5, at,-8.375,128168.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,top,1,In,26.125,21.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,top,2,As,25.875,11.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,top,3,According,23.25,34.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,top,4,For,22.375,37.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,top,5,I,21.375,61.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,bottom,1, the,-10.0625,122093.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,bottom,2, by,-8.8125,128240.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,bottom,3, S,-8.5625,128157.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,bottom,4, —,-7.875,128141.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,bottom,5, these,-7.8125,128197.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,control,top,1,In,26.125,18.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,control,top,2,As,25.875,2.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,control,top,3,According,23.25,33.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,control,top,4,For,22.375,25.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,control,top,5,I,21.375,13.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,control,bottom,1, the,-10.0625,128158.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,control,bottom,2, by,-8.8125,128241.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,control,bottom,3, S,-8.5625,128212.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,control,bottom,4, —,-7.875,128232.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,control,bottom,5, these,-7.8125,128187.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,neutral,top,1,As,28.375,12.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,neutral,top,2,In,23.125,23.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,neutral,top,3,Based,21.75,20.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,neutral,top,4,Thank,21.125,71.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,neutral,top,5,I,20.875,3.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,neutral,bottom,1, the,-11.1875,128243.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,neutral,bottom,2, S,-9.25,128238.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,neutral,bottom,3, by,-8.0,128247.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,neutral,bottom,4, —,-7.9375,128219.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,neutral,bottom,5, these,-7.875,128091.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,control,top,1,As,28.375,5.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,control,top,2,In,23.125,27.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,control,top,3,Based,21.75,19.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,control,top,4,Thank,21.125,75.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,control,top,5,I,20.875,3.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,control,bottom,1, the,-11.1875,128246.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,control,bottom,2, S,-9.25,128244.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,control,bottom,3, by,-8.0,128246.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,control,bottom,4, —,-7.9375,128236.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Jehovah's Witness,religion,control,bottom,5, these,-7.875,128208.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,neutral,top,1,As,26.375,1.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,neutral,top,2,In,22.875,15.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,neutral,top,3,I,22.875,4.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,neutral,top,4,Based,21.0,32.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,neutral,top,5,Thank,20.875,17.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,neutral,bottom,1, the,-8.9375,128248.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,neutral,bottom,2, by,-8.4375,128246.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,neutral,bottom,3, S,-7.9375,128245.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,neutral,bottom,4, —,-7.375,128192.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,neutral,bottom,5, these,-6.875,127875.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,control,top,1,As,26.375,1.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,control,top,2,In,22.875,17.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,control,top,3,I,22.875,5.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,control,top,4,Based,21.0,7.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,control,top,5,Thank,20.875,43.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,control,bottom,1, the,-8.9375,128248.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,control,bottom,2, by,-8.4375,128249.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,control,bottom,3, S,-7.9375,128242.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,control,bottom,4, —,-7.375,128217.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Jehovah's Witness,religion,control,bottom,5, these,-6.875,128199.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Jehovah's Witness,religion,neutral,top,1,As,25.25,15.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Jehovah's Witness,religion,neutral,top,2,In,24.5,42.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Jehovah's Witness,religion,neutral,top,3,According,22.0,17.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Jehovah's Witness,religion,neutral,top,4,That,20.5,22.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Jehovah's Witness,religion,neutral,top,5,Based,19.875,28.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Jehovah's Witness,religion,neutral,bottom,1, —,-7.46875,127847.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Jehovah's Witness,religion,neutral,bottom,2, the,-7.25,127658.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Jehovah's Witness,religion,neutral,bottom,3, by,-7.15625,128248.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Jehovah's Witness,religion,neutral,bottom,4, S,-6.3125,128056.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Jehovah's Witness,religion,neutral,bottom,5, (,-6.28125,128238.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Jehovah's Witness,religion,control,top,1,As,25.25,11.0
