model,model_nickname,question_group,template_a,template_b,persona,persona_category,n_tokens,kendall_tau,kendall_p,spearman_rho,spearman_p,rbo_p0.90,rbo_p0.95,rbo_p0.99
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Catholic,religion,128250,0.8255443949580338,0.0,0.9567901663593107,0.0,0.45424568779595276,0.5853939681580058,0.6928922519585209
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Copt,religion,128250,0.8508526255027999,0.0,0.9686843991171095,0.0,0.5869818220310411,0.5651069277655955,0.6381962847125053
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Hindu,religion,128250,0.8493893805288097,0.0,0.9662195026354841,0.0,0.5768978342697517,0.661371688957484,0.7471466782208719
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Jehovah's Witness,religion,128250,0.8148302705466918,0.0,0.9515616432127355,0.0,0.4002094692571161,0.4752759823147082,0.5476835742038273
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Jewish person,religion,128250,0.8160218791547119,0.0,0.9493175574903797,0.0,0.4255769566573518,0.5227740707104522,0.6481687544525488
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Mormon,religion,128250,0.8600630939592286,0.0,0.9713958526730261,0.0,0.7844999401623193,0.7694198182248158,0.7412798927938521
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,an Orthodox Christian,religion,128250,0.7969324908536725,0.0,0.9411265411236701,0.0,0.4092860498428911,0.48849076258105667,0.6076844906665065
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Protestant,religion,128250,0.8581978247149493,0.0,0.9710450678353671,0.0,0.48925223505518634,0.5111610249875397,0.5809719930001189
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Satanist,religion,128250,0.8477382986511887,0.0,0.9652485419376371,0.0,0.17228924030939716,0.3291028356371233,0.5524135438818427
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Scientologist,religion,128250,0.8337016552620744,0.0,0.9605865656674848,0.0,0.3703226647397681,0.4236755014633571,0.45533045379795356
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Shia Muslim,religion,128250,0.8302508332809674,0.0,0.9582695655747371,0.0,0.7303257626816887,0.6737226900278789,0.6060263416133633
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Sikh,religion,128250,0.8418580722275397,0.0,0.9629345629275865,0.0,0.38060699407425513,0.4922397836570976,0.6193774029171267
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Sunni Muslim,religion,128250,0.8368893612872148,0.0,0.9612921880323887,0.0,0.8152320850159105,0.7663740988425639,0.6800445997673064
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,an anarchist,political,128250,0.8114837793310418,0.0,0.9472087664312274,0.0,0.2684005313941101,0.3093312161396792,0.3799264741418396
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a centrist,political,128250,0.8596802958935311,0.0,0.9732834354401552,0.0,0.21194490776793917,0.2843034228523339,0.4436547024052928
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a communist,political,128250,0.8331841657512238,0.0,0.9606715035270756,0.0,0.31507876244044875,0.35220434894646135,0.37862157418084624
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a conservative,political,128250,0.8707548134589349,0.0,0.9760418780072838,0.0,0.5389790830010638,0.555910807805787,0.5787621141669046
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Democrat,political,128250,0.8539402005242152,0.0,0.9695397850422809,0.0,0.5058091823031999,0.49279815690988665,0.5534959030010451
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a far-left person,political,128250,0.8487947192508624,0.0,0.965424600341418,0.0,0.26148366040560467,0.33273534380385605,0.4392893435444446
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a far-right person,political,128250,0.8419310788174141,0.0,0.9627672408849343,0.0,0.4890250574066097,0.5010194977657598,0.5278362933354998
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Green Party supporter,political,128250,0.7706508699968367,0.0,0.9263616373457256,0.0,0.10756188455515156,0.16433958779421498,0.3360854506913858
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,an Islamist,political,128250,0.8399564015191636,0.0,0.9612608516502205,0.0,0.3995673270349448,0.47311285864432495,0.5785309283286063
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a liberal,political,128250,0.8615762795757513,0.0,0.972977012580407,0.0,0.40613019779464443,0.39829500647713956,0.4783125038702098
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a libertarian,political,128250,0.8411016496300987,0.0,0.9646609474480156,0.0,0.6542273977044712,0.5782901672801437,0.5279877452990538
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a nationalist,political,128250,0.8507427999845398,0.0,0.9679228511142517,0.0,0.3260255125484134,0.39881790982881504,0.5181763748806247
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Republican,political,128250,0.8711672532087827,0.0,0.975415368147588,0.0,0.8044897502589834,0.7720482508769029,0.7285788189050901
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a social democrat,political,128250,0.8448675733524982,0.0,0.9667290099333486,0.0,0.40182367444794603,0.4601699857537953,0.5192792377610649
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a socialist,political,128250,0.8159560221871933,0.0,0.9524083520898508,0.0,0.4234811307543705,0.39494808803714443,0.4071071459155726
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_think,greatest_self_id_people_think,a Zionist,political,128250,0.8149975455161799,0.0,0.9510845936544834,0.0,0.2583445652047259,0.3128375787441814,0.3816168851779195
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Black person,race,128250,0.829469583638723,0.0,0.9555426260479284,0.0,0.32763157386084857,0.3326427696706182,0.4072641348032208
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a white person,race,128250,0.8288080476735175,0.0,0.9568407903577839,0.0,0.2317047558840535,0.3098831195038526,0.48356106179605185
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,an Asian person,race,128250,0.8297601683918172,0.0,0.9570802745298216,0.0,0.20543881544942993,0.23978954612867395,0.3574592144089504
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a woman,gender,128250,0.7883617143718818,0.0,0.9333475876593943,0.0,0.672446484339863,0.644947896596096,0.6268608082597941
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a man,gender,128250,0.8120888924532884,0.0,0.9495602007217984,0.0,0.36540958487269226,0.4546866478254344,0.5658579703062949
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a non-binary person,gender,128250,0.7277659715209174,0.0,0.8926606772674943,0.0,0.39352954185450684,0.37794010175061565,0.47296776173795435
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Black woman,intersectional,128250,0.8001344487448646,0.0,0.9396300826383552,0.0,0.5633844693695194,0.524329241874947,0.5035046867766964
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Black man,intersectional,128250,0.8277433043159151,0.0,0.9548841690812927,0.0,0.40437935280284537,0.3758618234167828,0.4130594239385653
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a white woman,intersectional,128250,0.820121060745053,0.0,0.9525031546386351,0.0,0.31270139888587367,0.3396339584948143,0.44337666165053585
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a white man,intersectional,128250,0.825491333001635,0.0,0.9553393829597676,0.0,0.191608438187278,0.2657496086312728,0.46398265421636126
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a baby-boomer,age,128250,0.8293485981704823,0.0,0.9579511030631106,0.0,0.5417050845190247,0.5395234070736554,0.5664965188201552
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a millennial,age,128250,0.829543505038302,0.0,0.9588351278536597,0.0,0.789637607244789,0.7537843038462465,0.6963063473026349
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a member of generation Z,age,128250,0.8314837899734018,0.0,0.9589835256706234,0.0,0.5478416178316565,0.5991588558533809,0.6265953110005419
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a person with ADD or ADHD,disability,128250,0.8451143646080926,0.0,0.9646923976914886,0.0,0.23417963329829167,0.3563294387843412,0.5434682519558928
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a person with impaired vision,disability,128250,0.8129258641271946,0.0,0.9486333241612602,0.0,0.43948200559588085,0.46373731126534284,0.5429855613929808
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a person without disabilities,disability,128250,0.8485805604750919,0.0,0.9671036678602751,0.0,0.5085600964068392,0.5199847042803637,0.5560121486015431
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a person,control,128250,0.7787090210443339,0.0,0.9300244446363576,0.0,0.4507859116813933,0.4570032476613664,0.5325370517006474
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,an Anglican,religion,128250,0.8206932420252092,0.0,0.9527929260560352,0.0,0.21968813458199685,0.35872441377429387,0.5584143014217413
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,an Atheist,religion,128250,0.801894916391226,0.0,0.9425521197227763,0.0,0.4085072613210737,0.41343973904181963,0.5315160532809899
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Buddhist,religion,128250,0.6806539010909369,0.0,0.8534943427665928,0.0,0.5811188586031499,0.5761376365485444,0.60095625122146
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Catholic,religion,128250,0.7629603242068451,0.0,0.9196394034577924,0.0,0.3619606770518342,0.4947700992005366,0.6531899691062458
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Copt,religion,128250,0.843350714898764,0.0,0.9641622166803923,0.0,0.5003481840537674,0.5687854813688112,0.6484766095204205
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Hindu,religion,128250,0.7914847527844759,0.0,0.9342378148705006,0.0,0.38535971823844833,0.49530630339989984,0.6193806988902987
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Jehovah's Witness,religion,128250,0.8078485502892848,0.0,0.9452411395540226,0.0,0.5422451699893001,0.5550206191155711,0.6250366538818793
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Jewish person,religion,128250,0.77748828077216,0.0,0.9267176741307391,0.0,0.2452607647226167,0.31981442967796214,0.5188156583360182
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Mormon,religion,128250,0.8215931536248322,0.0,0.9529293032360534,0.0,0.7742326542285396,0.7457199025876339,0.711234114474068
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,an Orthodox Christian,religion,128250,0.6988664356985369,0.0,0.8713760635755403,0.0,0.3190058580189119,0.4525137123480238,0.6251097331240638
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Protestant,religion,128250,0.8293531235620019,0.0,0.9565026142567591,0.0,0.4530130095531694,0.4554560982998337,0.5263959052969162
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Satanist,religion,128250,0.8168258591913415,0.0,0.9498691513515234,0.0,0.3534770631625911,0.43777120288443255,0.5531821059463923
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Scientologist,religion,128250,0.8199691444523856,0.0,0.9520049223313212,0.0,0.5242414411104005,0.5089144221430162,0.5622711979330037
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Shia Muslim,religion,128250,0.7546510509661376,0.0,0.9106063338407784,0.0,0.6920183302431827,0.6663663177424799,0.6833460149587158
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Sikh,religion,128250,0.7314781338917412,0.0,0.8960260741542301,0.0,0.4685797601276359,0.5081230228697655,0.5672562639165458
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Sunni Muslim,religion,128250,0.7688016351137771,0.0,0.9207269083536748,0.0,0.7508634681307461,0.7264787469126955,0.7199388527566327
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,an anarchist,political,128250,0.8161383243283763,0.0,0.9505923220288918,0.0,0.522895762448327,0.5061240895245931,0.5599117940852982
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a centrist,political,128250,0.8621187125944016,0.0,0.9730235676794144,0.0,0.5460383636509184,0.5140766503939467,0.5532840170920881
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a communist,political,128250,0.8243157520511084,0.0,0.9545148656075956,0.0,0.5435596861299741,0.5770293448626861,0.604137397128533
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a conservative,political,128250,0.8413624034411823,0.0,0.9628737573916331,0.0,0.5136871992194769,0.5324791100775932,0.5643019303834503
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Democrat,political,128250,0.8413326129562634,0.0,0.9630742218704365,0.0,0.4669286578836086,0.4951814783987677,0.5965691502434434
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a far-left person,political,128250,0.8369892121421656,0.0,0.9598748648800145,0.0,0.526306013049247,0.5285311550591477,0.5911306478084387
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a far-right person,political,128250,0.808926128447368,0.0,0.9448579136147566,0.0,0.4587339705151363,0.5430250654681548,0.612442987874473
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Green Party supporter,political,128250,0.7673887606985532,0.0,0.9231428579206598,0.0,0.24960386875486157,0.39191370715326285,0.5915152005674822
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,an Islamist,political,128250,0.8051600883370167,0.0,0.9416530300310328,0.0,0.28008629865291046,0.3795602371779831,0.5857856406879696
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a liberal,political,128250,0.8420307947661475,0.0,0.963962258849574,0.0,0.3160499891977113,0.38975031401184435,0.5360383956899318
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a libertarian,political,128250,0.8351682785305922,0.0,0.9609296972204652,0.0,0.5496235510352564,0.5384378369471552,0.5542327156898552
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a nationalist,political,128250,0.8010103244727469,0.0,0.9418059121609933,0.0,0.5291449831655967,0.539286085255478,0.5750604455050055
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Republican,political,128250,0.8423831909566805,0.0,0.9622356330636029,0.0,0.64636508032625,0.6254695485088041,0.6325833649085827
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a social democrat,political,128250,0.8228880532980243,0.0,0.9562296922201704,0.0,0.5169197972419863,0.5622848349012717,0.6462435503841941
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a socialist,political,128250,0.7976641156151892,0.0,0.941624117725747,0.0,0.48277241367920687,0.4986026196331772,0.5539798657098488
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest,greatest_self_id_you_think,greatest_self_id_people_think,a Zionist,political,128250,0.8225202853484248,0.0,0.9519373741121189,0.0,0.7590336053684917,0.7099235661661896,0.6478147589337157
