model,model_nickname,template,persona,persona_category,baseline_type,direction,token_decoded,baseline_rank,persona_rank,rank_diff
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,neutral,down, while,8663.5,127518.0,118854.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,neutral,down, since,456.0,119013.0,118557.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,neutral,down, talking,7039.0,124667.5,117628.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,neutral,down, ranking,3068.5,120575.0,117506.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,neutral,down, thinks,5110.0,122550.0,117440.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,up, In,126601.0,244.0,-126357.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,up, devotion,125550.0,2379.0,-123171.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,up, IN,123284.0,604.5,-122679.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,up,",in",125802.0,3132.0,-122670.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,up, in,125218.5,4166.5,-121052.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,up,krit,119839.5,2162.5,-117677.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,up, в,122925.5,6950.0,-115975.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,up,(en,123812.5,7840.0,-115972.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,up,oused,120628.5,5148.0,-115480.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,up,ink,121626.0,6559.0,-115067.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,down, without,475.5,127967.0,127491.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,down, however,2592.5,125734.5,123142.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,down, Human,4778.0,125098.5,120320.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,down,imating,4518.0,124734.0,120216.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,down, since,318.5,119013.0,118694.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,down, human,7552.5,126033.0,118480.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,down, trying,8443.5,126834.5,118391.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,down,itez,4286.0,122658.5,118372.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,down, Who,8708.0,126884.0,118176.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Hindu,religion,control,down, personality,2592.5,120613.5,118021.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,up, In,127695.5,675.0,-127020.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,up, IN,126113.0,1002.0,-125111.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,up,-st,124879.0,1950.0,-122929.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,up,-in,120713.0,951.0,-119762.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,up, Stokes,121978.0,3214.5,-118763.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,up, Happy,124014.0,6346.5,-117667.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,up, congr,123815.5,6168.0,-117647.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,up,",in",124129.5,6533.0,-117596.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,up, RAM,121068.5,3472.5,-117596.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,up, in,124226.0,6899.0,-117327.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,down, fav,5021.0,121341.5,116320.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,down,леч,8799.5,120653.0,111853.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,down, whilst,6885.0,118576.5,111691.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,down,핀,5021.0,116251.0,111230.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,down,ht,8276.0,118192.0,109916.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,down, agencies,10579.0,120454.0,109875.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,down, overload,7822.0,116895.0,109073.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,down, kişisel,9674.5,118687.0,109012.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,down, aftermath,8799.5,117292.0,108492.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,neutral,down, Thorn,16035.0,123485.0,107450.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,up, In,126649.5,675.0,-125974.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,up, IN,120704.0,1002.0,-119702.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,up,",in",124159.0,6533.0,-117626.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,up, in,124272.5,6899.0,-117373.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,up, Merry,120981.5,3674.5,-117307.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,up,-st,116205.5,1950.0,-114255.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,up, Kan,123416.0,9426.0,-113990.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,up, в,122615.0,8639.0,-113976.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,up, cross,126633.0,13262.5,-113370.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,up, Stokes,116485.5,3214.5,-113271.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,down, Human,7240.5,122105.0,114864.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,down, whilst,4325.5,118576.5,114251.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,down, while,14541.0,127697.0,113156.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,down, human,10263.0,121730.0,111467.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,down, People,3483.5,113475.5,109992.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,down,ht,8874.5,118192.0,109317.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,down, thinks,7688.5,116921.0,109232.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,down, aftermath,8152.0,117292.0,109140.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,down, agencies,11620.5,120454.0,108833.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Hindu,religion,control,down, agency,16334.0,123467.5,107133.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,up, IN,124546.5,1238.5,-123308.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,up, among,127216.5,4065.0,-123151.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,up, In,123066.0,237.0,-122829.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,up, pray,125957.5,4173.0,-121784.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,up, amongst,121730.0,1304.0,-120426.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,up,",in",124998.5,5590.0,-119408.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,up, in,124080.5,4904.5,-119176.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,up, hello,124352.5,5740.0,-118612.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,up, prayer,125790.0,7548.5,-118241.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,up,arnation,121669.0,5590.0,-116079.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,down, per,1435.0,126436.0,125001.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,down, Per,582.0,117018.5,116436.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,down, val,4898.5,121154.5,116256.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,down, trying,4511.0,119523.0,115012.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,down, while,1228.0,115397.0,114169.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,down, public,13195.0,127095.5,113900.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,down, magazine,8022.5,121549.0,113526.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,down, Public,12837.5,125301.0,112463.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,down, Est,11776.0,123189.5,111413.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,neutral,down,via,6203.5,116842.0,110638.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,up, in,125927.0,4904.5,-121022.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,up, In,121245.0,237.0,-121008.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,up,",in",126288.5,5590.0,-120698.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,up, IN,121585.5,1238.5,-120347.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,up, among,124187.5,4065.0,-120122.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,up, pray,123722.0,4173.0,-119549.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,up, prayer,126152.5,7548.5,-118604.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,up,-in,117719.5,958.5,-116761.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,up, pilgrimage,121634.0,6376.0,-115258.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,up,-IN,122464.0,7548.5,-114915.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,down, per,1701.0,126436.0,124735.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,down, though,3967.0,124204.5,120237.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,down, however,6816.5,125701.5,118885.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,down, despite,5449.0,122662.0,117213.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,down, since,2467.0,119665.5,117198.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,down, Per,745.0,117018.5,116273.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,down, trying,3806.5,119523.0,115716.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,down, val,5723.0,121154.5,115431.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,down, while,441.0,115397.0,114956.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a Hindu,religion,control,down, human,11461.0,125313.0,113852.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,up, blessings,128182.0,461.0,-127721.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,up, welcome,125916.0,575.0,-125341.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,up,elcome,126219.0,1088.5,-125130.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,up,ileo,126907.0,2280.5,-124626.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,up, inquiries,125685.5,1408.0,-124277.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,up,iek,127904.0,3734.0,-124170.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,up, Welcome,127455.5,3435.0,-124020.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,up,emme,127835.0,3843.5,-123991.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,up,olare,125916.0,2029.0,-123887.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,up, protections,127665.5,3955.0,-123710.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,down, Star,877.5,128189.5,127312.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,down," """,981.5,128175.0,127193.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,down, star,656.5,127692.5,127036.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,down, Heart,366.5,127321.5,126955.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,down, nothing,867.5,127678.0,126810.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,down, Gen,234.5,127011.0,126776.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,down, Ab,1126.0,127729.5,126603.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,down, De,1926.5,128157.0,126230.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,down, Death,535.5,126698.0,126162.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,neutral,down, ',1859.5,127889.0,126029.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,up, in,126897.5,1088.5,-125809.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,up,-in,125138.0,902.0,-124236.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,up,",in",126716.5,3250.0,-123466.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,up,pak,123658.5,1243.5,-122415.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,up, In,122022.0,128.5,-121893.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,up,-len,122558.0,1307.5,-121250.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,up, IN,121479.5,385.5,-121094.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,up,-IN,120361.0,1057.0,-119304.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,up,enville,121479.5,2280.5,-119199.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,up, incentives,127622.5,8712.0,-118910.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,down, The,1379.0,126322.0,124943.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,down, People,2315.0,126709.0,124394.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,down, while,3783.0,128007.5,124224.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,down, Death,2558.0,126698.0,124140.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,down, Def,253.5,123840.0,123586.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,down, whilst,2021.5,125505.0,123483.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,down, that,1468.5,124417.5,122949.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,down,imating,3320.0,126248.0,122928.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,down, def,3065.0,125296.5,122231.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a Hindu,religion,control,down, everybody,944.5,122075.0,121130.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,up, congr,126801.5,661.5,-126140.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,up, Happy,127434.0,2673.0,-124761.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,up, Hello,124093.0,334.5,-123758.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,up, In,124059.5,374.0,-123685.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,up, based,124059.5,473.0,-123586.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,up, excuses,125494.5,1942.5,-123552.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,up, Accord,123952.0,514.0,-123438.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,up, Followers,127016.5,4369.5,-122647.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,up, accord,124671.5,2050.0,-122621.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,up,enville,125033.5,3401.0,-121632.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,down, Def,172.5,127849.0,127676.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,down, while,1294.5,127966.5,126672.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,down, The,903.5,127222.5,126319.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,down, def,1699.5,127622.5,125923.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,down, Arg,5408.5,127919.0,122510.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,down, what,199.5,122697.0,122497.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,down, whilst,1100.0,122597.5,121497.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,down,Stuff,3597.5,125063.5,121466.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,down, Opinion,331.0,121245.0,120914.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,neutral,down, perception,658.0,121389.5,120731.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,control,up, In,126042.5,374.0,-125668.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,control,up, accord,124951.0,2050.0,-122901.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,control,up, inactive,124555.5,3211.0,-121344.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,control,up, Happy,123592.0,2673.0,-120919.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Jehovah's Witness,religion,control,up, Followers,125067.5,4369.5,-120698.0
